Geschäftsnummer,Geschäftstyp,Urheber,Stand,Geschäftstitel,Link zur Geschäftsseite,eingereicht_am,unterzeichner1,unterzeichner2,unterzeichner3,unterzeichner4,unterzeichner5,unterzeichner6,unterzeichner7,unterzeichner8,unterzeichner9,unterzeichner10,unterzeichner11,unterzeichner12,unterzeichner13,unterzeichner14,unterzeichner15,unterzeichner16,unterzeichner17,unterzeichner18,unterzeichner19,unterzeichner20,unterzeichner21,unterzeichner22,unterzeichner23,unterzeichner24,unterzeichner25,unterzeichner26,unterzeichner27,unterzeichner28,unterzeichner29,unterzeichner30,unterzeichner31,unterzeichner32,unterzeichner33,unterzeichner34,unterzeichner35,unterzeichner36,unterzeichner37,unterzeichner38,unterzeichner39,unterzeichner40,unterzeichner41,unterzeichner42,unterzeichner43,unterzeichner44,unterzeichner45,unterzeichner46,id_Urheber,id_unterzeichner1,id_unterzeichner2,id_unterzeichner3,id_unterzeichner4,id_unterzeichner5,id_unterzeichner6,id_unterzeichner7,id_unterzeichner8,id_unterzeichner9,id_unterzeichner10,id_unterzeichner11,id_unterzeichner12,id_unterzeichner13,id_unterzeichner14,id_unterzeichner15,id_unterzeichner16,id_unterzeichner17,id_unterzeichner18,id_unterzeichner19,id_unterzeichner20,id_unterzeichner21,id_unterzeichner22,id_unterzeichner23,id_unterzeichner24,id_unterzeichner25,id_unterzeichner26,id_unterzeichner27,id_unterzeichner28,id_unterzeichner29,id_unterzeichner30,id_unterzeichner31,id_unterzeichner32,id_unterzeichner33,id_unterzeichner34,id_unterzeichner35,id_unterzeichner36,id_unterzeichner37,id_unterzeichner38,id_unterzeichner39,id_unterzeichner40,id_unterzeichner41,id_unterzeichner42,id_unterzeichner43,id_unterzeichner44,id_unterzeichner45,id_unterzeichner46,unterzeichner_ids
24.4062,Interpellation,Schlatter Marionna,Erledigt,"""Kann"" der Bundesrat wirklich die Förderung der Nachtzüge streichen?",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244062,2024-09-26,Schlatter Marionna,Klopfenstein Broggini Delphine,Mahaim Raphaël,Töngi Michael,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,349,403,433,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4028,Interpellation,Christ Katja,Erledigt,Zukunft der Nachtzugverbindungen nach Rom und Barcelona.  Streichung der Beiträge durch den Bundesrat entgegen der gesetzlichen Grundlage!,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244028,2024-09-26,Christ Katja,Bäumle Martin,Flach Beat,Grossen Jürg,Jauslin Matthias Samuel,Kutter Philipp,Marti Min Li,Müller-Altermatt Stefan,Pult Jon,Schaffner Barbara,Suter Gabriela,Trede Aline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369,369,51,83,106,314,337,293,153,378,418,370,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4027,Interpellation,Töngi Michael,Stellungnahme zum Vorstoss liegt vor,Internationaler Bahnverkehr. Rechtliche Grundlage des bundesrätlichen Abbauvorschlags,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244027,2024-09-26,Töngi Michael,Baumann Kilian,Glättli Balthasar,Gysin Greta,Kälin Irène,Klopfenstein Broggini Delphine,Prelicz-Huber Katharina,Schlatter Marionna,Walder Nicolas,Weichelt Manuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,334,358,98,396,329,403,411,349,422,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3882,Interpellation,Pult Jon,Stellungnahme zum Vorstoss liegt vor,Auswirkungen österreichischer und deutscher Infrastrukturprojekte auf Schweizer Verlagerungsbemühungen,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243882,2024-09-16,Pult Jon,Amoos Emmanuel,Clivaz Christophe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,378,428,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3865,Interpellation,Brenzikofer Florence,Erledigt,Studie zu einem dritten Juradurchstich,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243865,2024-09-12,Brenzikofer Florence,Arslan Sibel,Christ Katja,Marti Samira,Wettstein Felix,Wyss Sarah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,424,264,369,NA,354,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3862,Interpellation,Marti Samira,Erledigt,Gefährdung neuer S-Bahn-Angebote vermeiden,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243862,2024-09-12,Marti Samira,Arslan Sibel,Brenzikofer Florence,Christ Katja,Schneeberger Daniela,von Falkenstein Patricia,Wyss Sarah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,424,369,21,430,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3850,Interpellation,Wyss Sarah,Erledigt,Bauplanung reduziert Einschränkungen im Bahnangebot,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243850,2024-09-12,Wyss Sarah,Arslan Sibel,Brenzikofer Florence,Christ Katja,Marti Samira,Schneeberger Daniela,von Falkenstein Patricia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,426,264,424,369,NA,21,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3789,Interpellation,Schlatter Marionna,Erledigt,Alpha Uno. Kosten der Übung der Luftwaffe auf der A1,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243789,2024-06-14,Schlatter Marionna,Andrey Gerhard,Candan Hasan,Fivaz Fabien,Weichelt Manuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,349,371,449,395,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3756,Interpellation,Fivaz Fabien,Erledigt,Ausbringen von Pflanzenschutzmitteln mit Drohnen,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243756,2024-06-14,Fivaz Fabien,Arslan Sibel,Badertscher Christine,Baumann Kilian,Brenzikofer Florence,Clivaz Christophe,Glättli Balthasar,Kälin Irène,Klopfenstein Broggini Delphine,Michaud Gigon Sophie,Porchet Léonore,Prelicz-Huber Katharina,Schlatter Marionna,Töngi Michael,Walder Nicolas,Weichelt Manuela,Wettstein Felix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,395,264,355,358,424,383,98,329,403,367,410,411,349,334,422,386,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3711,Interpellation,Hübscher Martin,Erledigt,Wie wichtig sind Landesflughäfen mit Drehkreuzfunktion,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243711,2024-06-14,Hübscher Martin,Balmer Bettina,Bäumle Martin,Bregy Philipp Matthias,Dobler Marcel,Egger Mike,Fehr Düsel Nina,Fischer Benjamin,Götte Michael,Grüter Franz,Gugger Niklaus-Samuel,Haab Martin,Hurter Thomas,Kutter Philipp,Meier Andreas,Riner Christoph,Sauter Regine,Schilliger Peter,Schmid Pascal,Silberschmidt Andri,Vincenz-Stauffacher Susanne,Vontobel Erich,Walliser Bruno,Walti Beat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451,451,NA,51,340,278,341,448,432,441,285,327,343,120,337,439,454,302,185,488,353,361,496,309,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3707,Interpellation,Tschopp Jean,Stellungnahme zum Vorstoss liegt vor,Wie viele Haltestellen sind für Menschen mit eingeschränkter Mobilität überhaupt nicht zugänglich?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243707,2024-06-14,Tschopp Jean,Alijaj Islam,Bally Maya,Brizzi Simona,Candan Hasan,Clivaz Christophe,Crottaz Brigitte,Dandrès Christian,Docourt Martine,Fehlmann Rielle Laurence,Fivaz Fabien,Flach Beat,Friedl Claudia,Glättli Balthasar,Gysi Barbara,Kälin Irène,Klopfenstein Broggini Delphine,Lohr Christian,Munz Martina,Piller Carrard Valérie,Pult Jon,Roth David,Schläfli Nina,Storni Bruno,Tuosto Brenda,Zybach Ursula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,459,443,NA,NA,449,383,330,389,NA,280,395,83,89,98,110,329,403,14,NA,168,378,484,487,420,494,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3688,Interpellation,Cottier Damien,Erledigt,Hauptverkehrsachsen. Koordinierung der Planung zwischen Bundesämtern und mit anderen Partnern,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243688,2024-06-13,Cottier Damien,Aellen Cyril,Bühler Manfred,de Quattro Jacqueline,Klopfenstein Broggini Delphine,Nantermod Philippe,Roth Pasquier Marie-France,Ruch Daniel,Tuosto Brenda,Weber Céline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,388,NA,271,392,403,297,417,436,494,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3573,Interpellation,Brenzikofer Florence,Erledigt,"Bauvorhaben auf der ""Elsässerbahn"". Synergien nutzen!",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243573,2024-06-11,Brenzikofer Florence,Marti Samira,Schneider-Schneiter Elisabeth,Wettstein Felix,Wyss Sarah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,424,NA,188,354,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3572,Interpellation,Töngi Michael,Erledigt,Digitalisierung und neues Rollmaterial im Bahnverkehr. Wie hoch ist das Potenzial für Angebotsverbesserungen?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243572,2024-06-11,Töngi Michael,Klopfenstein Broggini Delphine,Schlatter Marionna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,334,403,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3559,Interpellation,Stettler Thomas,Erledigt,Bald 60-Tonnen-Lastwagen auf Kantonsstrassen?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243559,2024-06-11,Stettler Thomas,Bläsi Thomas,Bürgi Roman,de Courten Thomas,Fehr Düsel Nina,Götte Michael,Graber Michael,Huber Alois,Marchesi Piero,Pamini Paolo,Reimann Lukas,Schnyder Markus,Sollberger Sandra,Thalmann-Bieri Vroni,Vontobel Erich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,491,NA,466,6,448,441,427,425,405,482,172,489,305,NA,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3554,Interpellation,Clivaz Christophe,Stellungnahme zum Vorstoss liegt vor,"Gefahrguttransporte auf der Simplon-Passstrasse. Sicherstellen, dass die Interessen der Bevölkerung und der Natur berücksichtigt werden",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243554,2024-06-11,Clivaz Christophe,Amoos Emmanuel,Pult Jon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,383,428,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3522,Interpellation,Storni Bruno,Stellungnahme zum Vorstoss liegt vor,Redundanzen im internationalen Personenverkehr mit der Bahn von und nach Mailand über Chiasso und Domodossola,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243522,2024-06-03,Storni Bruno,Crottaz Brigitte,Dandrès Christian,Farinelli Alex,Fonio Giorgio,Giacometti Anna,Gianini Simone,Gysin Greta,Klopfenstein Broggini Delphine,Marchesi Piero,Nordmann Roger,Pamini Paolo,Quadri Lorenzo,Suter Gabriela,Töngi Michael,Tschopp Jean,Tuosto Brenda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,420,330,389,393,472,374,474,396,403,405,NA,482,170,370,334,459,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3448,Interpellation,Fivaz Fabien,Stellungnahme zum Vorstoss liegt vor,Die F-35 werden mit einem veralteten und unzuverlässigen Motor geliefert. Was sind die Folgen?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243448,2024-04-17,Fivaz Fabien,Hässig Patrick,Schlatter Marionna,Seiler Graf Priska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,395,476,349,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3420,Interpellation,Töngi Michael,Erledigt,Mehr Beton für weniger Autos?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243420,2024-04-17,Töngi Michael,Klopfenstein Broggini Delphine,Schlatter Marionna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,334,403,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3401,Interpellation,Tuosto Brenda,Erledigt,Geschäfte in Bahnhöfen. Ist eine Neuverteilung notwendig?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243401,2024-04-15,Tuosto Brenda,Revaz Estelle,Tschopp Jean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,494,NA,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3329,Interpellation,Clivaz Christophe,Stellungnahme zum Vorstoss liegt vor,Wie soll die Belastung durch Mikroplastik aus dem Reifenabrieb auf Nationalstrassen verringert werden?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243329,2024-03-15,Clivaz Christophe,Badertscher Christine,Brenzikofer Florence,Fivaz Fabien,Glättli Balthasar,Gysin Greta,Klopfenstein Broggini Delphine,Mahaim Raphaël,Porchet Léonore,Prelicz-Huber Katharina,Schlatter Marionna,Weichelt Manuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,383,355,424,395,98,396,403,433,410,411,349,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3203,Interpellation,Graf Maya,Erledigt,Internationaler Personenverkehr. Ausbau des Bahnknotens Basel für einen attraktiven Personenfernverkehr,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243203,2024-03-14,Graf Maya,Binder-Keller Marianne,Crevoisier Crelier Mathilde,Friedli Esther,Juillard Charles,Rieder Beat,Roth Franziska,Zopfi Mathias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,102,364,438,356,402,319,416,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3183,Interpellation,Brenzikofer Florence,Stellungnahme zum Vorstoss liegt vor,Öffentlicher Verkehr. Grundversorgung langfristig erhalten,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243183,2024-03-13,Brenzikofer Florence,Badertscher Christine,Jost Marc,Klopfenstein Broggini Delphine,Nordmann Roger,Roduit Benjamin,Schlatter Marionna,Töngi Michael,Trede Aline,Wettstein Felix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,424,355,437,403,NA,331,349,334,198,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3084,Interpellation,Regazzi Fabio,Erledigt,"Bahnlinie Lugano–Zürich. Ist es nicht an der Zeit, über Alternativen nachzudenken?",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243084,2024-03-05,Regazzi Fabio,Chiesa Marco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,171,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
23.4493,Interpellation,Tschopp Jean,Stellungnahme zum Vorstoss liegt vor,"Wie kann man einen starken öffentlichen Verkehr sicherstellen, wenn man in Bergregionen Schalter abbaut?",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234493,2023-12-22,Tschopp Jean,Amoos Emmanuel,Bendahan Samuel,Clivaz Christophe,Crottaz Brigitte,de Quattro Jacqueline,Docourt Martine,Feller Olivier,Fivaz Fabien,Roduit Benjamin,Tuosto Brenda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,459,428,323,383,330,392,NA,79,395,331,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
23.4475,Interpellation,Regazzi Fabio,Erledigt,"Ausnahmen vom Verbot für ausländische Unternehmen, in der Schweiz Luftverkehr zu betreiben, und dies unabhängig von Staatsverträgen",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234475,2023-12-21,Regazzi Fabio,Chiesa Marco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,171,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
23.4400,Interpellation,Fonio Giorgio,Erledigt,IC-Verbindungen im Mendrisiotto. Wo stehen wir?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234400,2023-12-20,Fonio Giorgio,Farinelli Alex,Gianini Simone,Gysin Greta,Marchesi Piero,Pamini Paolo,Quadri Lorenzo,Storni Bruno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,472,393,474,396,405,482,170,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
23.4390,Interpellation,Storni Bruno,Erledigt,Teilweise Wiedereröffnung des Gotthard-Basistunnels für den Personenverkehr,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234390,2023-12-19,Storni Bruno,Farinelli Alex,Fonio Giorgio,Gianini Simone,Gysin Greta,Marchesi Piero,Pamini Paolo,Quadri Lorenzo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,420,393,472,474,396,405,482,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
