"url","eingereicht_am","mitunterzeichner"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243040","27.02.2024","Addor Jean-Luc, Buffat Michaël, Bürgi Roman, Calame Didier, Huber Alois, Hug Roman, Knutti Thomas, Mahaim Raphaël, Nicolet Jacques, Pahud Yvan, Riem Katja, Ruch Daniel, Rüegsegger Hans Jörg, Schnyder Markus, Tuena Mauro, Wyssmann Rémy"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234310","29.09.2023","Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234268","29.09.2023","Schaffner Barbara, Bäumle Martin, Fischer Roland, Grossen Jürg, Mäder Jörg, Mettler Melanie, Moser Tiana Angelina, Weber Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233957","ngIf: businessRole.Committees.CommitteeName Kommission für Umwelt, Raumplanung und Energie Nationalrat end ngIf: businessRole.Committees.CommitteeName","Kommission für Umwelt, Raumplanung und Energie Nationalrat, Paganini Nicolò"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233730","14.06.2023","Imark Christian"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233327","16.03.2023","Amoos Emmanuel, Addor Jean-Luc, Aebi Andreas, Atici Mustafa, Clivaz Christophe, Dandrès Christian, Kamerzin Sidney, Marra Ada, Munz Martina, Piller Carrard Valérie, Pult Jon, Roduit Benjamin, Roth Franziska, Storni Bruno, Suter Gabriela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233227","16.03.2023","Graf Maya, Carobbio Guscetti Marina, Crevoisier Crelier Mathilde, Herzog Eva, Juillard Charles, Mazzone Lisa, Michel Matthias, Müller Damian, Noser Ruedi, Sommaruga Carlo, Stöckli Hans"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233125","13.03.2023","Schaffner Barbara, Bäumle Martin, Egger Kurt, Egger Mike, Flach Beat, Girod Bastien, Imark Christian, Jauslin Matthias Samuel, Masshardt Nadine, Müller-Altermatt Stefan, Nordmann Roger, Vincenz-Stauffacher Susanne, Wismer-Felder Priska"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233100","09.03.2023","Weber Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233023","ngIf: businessRole.Committees.CommitteeName Kommission für Umwelt, Raumplanung und Energie Nationalrat end ngIf: businessRole.Committees.CommitteeName","Kommission für Umwelt, Raumplanung und Energie Nationalrat, Bäumle Martin, Nordmann Roger"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233020","ngIf: businessRole.Committees.CommitteeName Kommission für Umwelt, Raumplanung und Energie Nationalrat end ngIf: businessRole.Committees.CommitteeName","Kommission für Umwelt, Raumplanung und Energie Nationalrat, Bäumle Martin, Nordmann Roger"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234308","29.09.2023","Berthoud Alexandre, de Montmollin Simone, Berthoud Alexandre, Bourgeois Jacques, de Montmollin Simone, de Quattro Jacqueline, Farinelli Alex, Feller Olivier, Nantermod Philippe, Ruch Daniel, Wehrli Laurent"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234307","29.09.2023","Nicolet Jacques, Addor Jean-Luc, Aebi Andreas, Amaudruz Céline, Atici Mustafa, Bläsi Thomas, Bühler Manfred, Burgherr Thomas, Gafner Andreas, Gmür Alois, Grin Jean-Pierre, Gschwind Jean-Paul, Huber Alois, Matter Michel, Nicolet Jacques, Page Pierre-André, Pointet François, Ritter Markus, Rüegger Monika, Schwander Pirmin, von Siebenthal Erich, Weber Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234306","29.09.2023","Bendahan Samuel"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234305","29.09.2023","Mahaim Raphaël, Baumann Kilian, Brenzikofer Florence, Glättli Balthasar, Pasquier-Eichenberger Isabelle, Porchet Léonore, Ryser Franziska, Töngi Michael, Walder Nicolas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244334","11.12.2024","de Montmollin Simone, Aellen Cyril, Balmer Bettina, Farinelli Alex, Feller Olivier, Gianini Simone, Gobet Nadine, Nantermod Philippe, Ruch Daniel, Theiler Heinz, Vietze Kris, Vincenz-Stauffacher Susanne, Wasserfallen Christian"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244313","09.12.2024","Paganini Nicolò, Blunschy Dominik, Bregy Philipp Matthias, Durrer Regina, Lohr Christian, Meier Andreas, Rechsteiner Thomas, Ritter Markus, Roduit Benjamin"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244312","09.12.2024","Egger Mike, Addor Jean-Luc, Bühler Manfred, Bürgi Roman, Fehr Düsel Nina, Fischer Benjamin, Freymond Sylvain, Gafner Andreas, Gartmann Walter, Giezendanner Benjamin, Götte Michael, Grüter Franz, Guggisberg Lars, Haab Martin, Heer Alfred, Heimgartner Stefanie, Hess Erich, Huber Alois, Hübscher Martin, Hug Roman, Imark Christian, Knutti Thomas, Kolly Nicolas, Matter Thomas, Nicolet Jacques, Page Pierre-André, Pahud Yvan, Pamini Paolo, Pieren Nadja, Riner Christoph, Rüegger Monika, Rüegsegger Hans Jörg, Rutz Gregor, Schmid Pascal, Schnyder Markus, Steinemann Barbara, Stettler Thomas, Strupler Manuel, Tuena Mauro, Vontobel Erich, Walliser Bruno, Wandfluh Ernst, Wyssmann Rémy"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244096","26.09.2024","Nicolet Jacques, Addor Jean-Luc, Amaudruz Céline, Bläsi Thomas, Buffat Michaël, Calame Didier, Freymond Sylvain, Gobet Nadine, Golay Roger, Haab Martin, Hübscher Martin, Kolly Nicolas, Page Pierre-André, Pahud Yvan, Roduit Benjamin, Ruch Daniel, Sormanni Daniel, Stettler Thomas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243673","13.06.2024","Haab Martin, Badertscher Christine, Gafner Andreas, Huber Alois, Knutti Thomas, Michaud Gigon Sophie, Riem Katja, Ritter Markus, Stettler Thomas, Wandfluh Ernst"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243327","15.03.2024","Candan Hasan, Alijaj Islam, Amoos Emmanuel, Andrey Gerhard, Baumann Kilian, Bendahan Samuel, Candan Hasan, Clivaz Christophe, Crottaz Brigitte, Fehlmann Rielle Laurence, Freymond Sylvain, Friedl Claudia, Giacometti Anna, Grossen Jürg, Haab Martin, Hässig Patrick, Jauslin Matthias Samuel, Jost Marc, Marti Min Li, Meier Andreas, Munz Martina, Nordmann Roger, Roth David, Rumy Farah, Schaffner Barbara, Schlatter Marionna, Seiler Graf Priska, Stettler Thomas, Storni Bruno, Tschopp Jean, Weichelt Manuela, Zryd Andrea, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234536","22.12.2023","Meier Andreas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234510","22.12.2023","Clivaz Christophe, Klopfenstein Broggini Delphine, Munz Martina"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234505","22.12.2023","Ryser Franziska, Grossen Jürg, Schilliger Peter, Suter Gabriela, Töngi Michael"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234411","20.12.2023","Paganini Nicolò"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234377","18.12.2023","Kälin Irène"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234374","13.12.2023","Schlatter Marionna"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234370","11.12.2023","Juillard Charles"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234255","29.09.2023","Grossen Jürg"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234234","28.09.2023","Roduit Benjamin"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234214","28.09.2023","Clivaz Christophe"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234210","28.09.2023","Müller Leo, Feller Olivier, Meier Andreas, Rechsteiner Thomas, Ritter Markus, Siegenthaler Heinz, Wismer-Felder Priska"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234202","28.09.2023","Brenzikofer Florence"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234161","28.09.2023","de Courten Thomas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234106","27.09.2023","Pasquier-Eichenberger Isabelle, Brenzikofer Florence, Schlatter Marionna, Töngi Michael"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234077","27.09.2023",""
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234066","26.09.2023","Klopfenstein Broggini Delphine, Amoos Emmanuel, Clivaz Christophe, Crottaz Brigitte, Egger Kurt, Mahaim Raphaël, Pasquier-Eichenberger Isabelle, Porchet Léonore, Walder Nicolas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234033","21.09.2023","Pasquier-Eichenberger Isabelle, Brenzikofer Florence, Klopfenstein Broggini Delphine, Piller Carrard Valérie, Ryser Franziska, Schlatter Marionna, Töngi Michael"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234030","21.09.2023","Mahaim Raphaël"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234029","20.09.2023","Pointet François, Gredig Corina"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234016","19.09.2023","Python Valentine, Brenzikofer Florence, Pasquier-Eichenberger Isabelle, Schlatter Marionna"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234013","18.09.2023","Imboden Natalie, Clivaz Christophe, Klopfenstein Broggini Delphine"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233942","16.06.2023","Ettlin Erich, Burkart Thierry, Reichmuth Othmar, Z'graggen Heidi"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233896","16.06.2023","Schlatter Marionna, Pasquier-Eichenberger Isabelle, Schneider Schüttel Ursula, Töngi Michael"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233871","15.06.2023","Clivaz Christophe, Egger Kurt, Klopfenstein Broggini Delphine, Schneider Schüttel Ursula, Stadler Simon"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233839","15.06.2023","Stark Jakob"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233824","15.06.2023","Dettling Marcel"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233810","15.06.2023","Jauslin Matthias Samuel, Bühler Manfred, Clivaz Christophe, de Quattro Jacqueline, Flach Beat, Gredig Corina, Meier Andreas, Nordmann Roger, Porchet Léonore, Stadler Simon, Vincenz-Stauffacher Susanne, von Falkenstein Patricia, Weber Céline, Wettstein Felix"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233706","14.06.2023","Imark Christian"
NA,NA,NA
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233600","31.05.2023","Müller-Altermatt Stefan, Binder-Keller Marianne, Flach Beat, Masshardt Nadine, Roth Pasquier Marie-France, Stadler Simon, Wismer-Felder Priska"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233589","30.05.2023","Page Pierre-André"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233568","04.05.2023","Schneider Schüttel Ursula, Suter Gabriela, Bäumle Martin, Bulliard-Marbach Christine, Clivaz Christophe, Egger Kurt, Friedl Claudia, Giacometti Anna, Gysi Barbara, Jauslin Matthias Samuel, Klopfenstein Broggini Delphine, Locher Benguerel Sandra, Marti Min Li, Masshardt Nadine, Munz Martina, Piller Carrard Valérie, Pult Jon, Roth Franziska, Seiler Graf Priska, Vincenz-Stauffacher Susanne, Wismer-Felder Priska"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233564","04.05.2023","Suter Gabriela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233524","03.05.2023","Kamerzin Sidney"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233515","02.05.2023","Page Pierre-André"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233514","02.05.2023","Fischer Benjamin"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233493","12.04.2023","von Falkenstein Patricia"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233459","11.04.2023","Clivaz Christophe, Egger Kurt, Klopfenstein Broggini Delphine"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233432","17.03.2023","Bauer Philippe"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233431","17.03.2023","Mazzone Lisa"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233419","17.03.2023","Töngi Michael, Brenzikofer Florence, Girod Bastien, Pasquier-Eichenberger Isabelle, Schlatter Marionna"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233415","17.03.2023","Pasquier-Eichenberger Isabelle"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233400","17.03.2023","Masshardt Nadine, Aebischer Matthias, Barrile Angelo, Brenzikofer Florence, Crottaz Brigitte, Munz Martina, Nordmann Roger, Schneider Schüttel Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233353","17.03.2023","Jost Marc"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233349","17.03.2023","Egger Kurt"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233335","16.03.2023","Dobler Marcel"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233320","16.03.2023","Grossen Jürg, Bäumle Martin, Bertschy Kathrin, Christ Katja, Imark Christian, Jauslin Matthias Samuel, Mettler Melanie, Moser Tiana Angelina"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233317","16.03.2023","Burgherr Thomas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233290","16.03.2023","Friedl Claudia, Atici Mustafa, Barrile Angelo, Crottaz Brigitte, Fehlmann Rielle Laurence, Gysi Barbara, Locher Benguerel Sandra, Molina Fabian, Munz Martina, Pult Jon, Schneider Schüttel Ursula, Seiler Graf Priska"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233206","16.03.2023","Français Olivier, Bauer Philippe, Engler Stefan, Juillard Charles, Kuprecht Alex, Michel Matthias, Müller Damian, Rieder Beat"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233184","15.03.2023","Python Valentine, Clivaz Christophe, Trede Aline, Weber Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233180","15.03.2023","Hess Lorenz, Egger Mike, Mettler Melanie, Müller Leo"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233155","15.03.2023","Marchesi Piero"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233106","09.03.2023","Mahaim Raphaël"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233081","08.03.2023","Nordmann Roger"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244693","20.12.2024","Clivaz Christophe, Schlatter Marionna, Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244687","20.12.2024","Grossen Jürg, Candan Hasan, Christ Katja, de Quattro Jacqueline, Dobler Marcel, Flach Beat, Grüter Franz, Hübscher Martin, Jauslin Matthias Samuel, Jost Marc, Müller-Altermatt Stefan, Nussbaumer Eric, Roduit Benjamin, Rüegsegger Hans Jörg, Schaffner Barbara, Suter Gabriela, Trede Aline, Wandfluh Ernst, Weber Céline, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244655","20.12.2024","Suter Gabriela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244646","20.12.2024","Schaffner Barbara, Bäumle Martin, Christ Katja, Clivaz Christophe, de Quattro Jacqueline, Flach Beat, Grossen Jürg, Jauslin Matthias Samuel, Mettler Melanie, Weber Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244603","20.12.2024","Nause Reto, Jost Marc, Mettler Melanie"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244593","20.12.2024","Weber Céline, Grossen Jürg"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244573","20.12.2024","Jauslin Matthias Samuel, Baumann Kilian, de Quattro Jacqueline, Flach Beat, Giacometti Anna, Grossen Jürg, Masshardt Nadine, Müller-Altermatt Stefan, Ryser Franziska, Schaffner Barbara, von Falkenstein Patricia"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244509","19.12.2024","Brenzikofer Florence, Baumann Kilian, Clivaz Christophe, Fivaz Fabien, Glättli Balthasar, Kälin Irène, Klopfenstein Broggini Delphine, Mettler Melanie, Porchet Léonore, Prelicz-Huber Katharina, Schlatter Marionna, Töngi Michael, Walder Nicolas, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244427","18.12.2024","Juillard Charles"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244422","18.12.2024","Burkart Thierry"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244406","18.12.2024","Tuosto Brenda, Candan Hasan, Clivaz Christophe, Crottaz Brigitte, de Quattro Jacqueline, Docourt Martine, Fivaz Fabien, Pahud Yvan, Trede Aline, Tschopp Jean"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244379","17.12.2024","Bulliard-Marbach Christine"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244374","17.12.2024","Ruch Daniel"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244365","16.12.2024","Roduit Benjamin"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244336","11.12.2024","Paganini Nicolò"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244287","03.12.2024","Pult Jon"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244228","27.09.2024","Schaffner Barbara, Bäumle Martin, Flach Beat, Grossen Jürg, Mettler Melanie"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244225","27.09.2024","Suter Gabriela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244174","27.09.2024","Mahaim Raphaël, Arslan Sibel, Brenzikofer Florence, Clivaz Christophe, Fivaz Fabien, Glättli Balthasar, Porchet Léonore, Prelicz-Huber Katharina, Schlatter Marionna, Töngi Michael, Walder Nicolas, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244168","26.09.2024","Wettstein Felix, Kälin Irène, Müller-Altermatt Stefan, Weichelt Manuela, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244148","26.09.2024","Walder Nicolas, Arslan Sibel, Brenzikofer Florence, Clivaz Christophe, Fivaz Fabien, Glättli Balthasar, Klopfenstein Broggini Delphine, Mahaim Raphaël, Porchet Léonore, Prelicz-Huber Katharina, Schlatter Marionna, Töngi Michael"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244144","26.09.2024","Roduit Benjamin"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244126","26.09.2024","Clivaz Christophe, Arslan Sibel, Brenzikofer Florence, Fivaz Fabien, Glättli Balthasar, Gysin Greta, Klopfenstein Broggini Delphine, Mahaim Raphaël, Porchet Léonore, Prelicz-Huber Katharina, Schlatter Marionna, Töngi Michael, Walder Nicolas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244105","26.09.2024","Wismer-Felder Priska, de Quattro Jacqueline, Schaffner Barbara, Suter Gabriela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244089","26.09.2024","Friedl Claudia, Alijaj Islam, Arslan Sibel, Bendahan Samuel, Candan Hasan, Clivaz Christophe, Fehlmann Rielle Laurence, Fivaz Fabien, Flach Beat, Glättli Balthasar, Gugger Niklaus-Samuel, Mahaim Raphaël, Marti Min Li, Müller-Altermatt Stefan, Nordmann Roger, Prelicz-Huber Katharina, Pult Jon, Seiler Graf Priska, Töngi Michael, Walder Nicolas, Weichelt Manuela, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244061","26.09.2024","Schlatter Marionna, Clivaz Christophe, Klopfenstein Broggini Delphine, Mahaim Raphaël, Töngi Michael, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244060","26.09.2024","Schlatter Marionna, Clivaz Christophe, Fivaz Fabien, Klopfenstein Broggini Delphine, Mahaim Raphaël, Walder Nicolas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244012","25.09.2024","Brenzikofer Florence"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244011","25.09.2024","Brenzikofer Florence"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244001","25.09.2024","Meier Andreas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243981","24.09.2024","Hegglin Peter"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243979","24.09.2024","Dobler Marcel"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243976","24.09.2024","Schaffner Barbara, de Quattro Jacqueline, Flach Beat, Suter Gabriela, Vincenz-Stauffacher Susanne, Wismer-Felder Priska"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243936","23.09.2024","Glättli Balthasar, Arslan Sibel, Baumann Kilian, Bäumle Martin, Candan Hasan, Clivaz Christophe, Crottaz Brigitte, Gysin Greta, Kälin Irène, Klopfenstein Broggini Delphine, Marti Min Li, Munz Martina, Nordmann Roger, Porchet Léonore, Prelicz-Huber Katharina, Roth David, Schläfli Nina, Seiler Graf Priska, Storni Bruno, Töngi Michael, Walder Nicolas, Weichelt Manuela, Zryd Andrea"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243918","18.09.2024","Glättli Balthasar, Arslan Sibel, Baumann Kilian, Brenzikofer Florence, Clivaz Christophe, Crottaz Brigitte, Fehlmann Rielle Laurence, Friedl Claudia, Kälin Irène, Klopfenstein Broggini Delphine, Marti Min Li, Munz Martina, Porchet Léonore, Prelicz-Huber Katharina, Schaffner Barbara, Schlatter Marionna, Storni Bruno, Suter Gabriela, Walder Nicolas, Weichelt Manuela, Widmer Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243902","18.09.2024","Nordmann Roger, Masshardt Nadine, Badertscher Christine, Candan Hasan, Clivaz Christophe, Crottaz Brigitte, Docourt Martine, Fehlmann Rielle Laurence, Fivaz Fabien, Glättli Balthasar, Müller-Altermatt Stefan, Munz Martina, Pult Jon, Revaz Estelle, Roth David, Seiler Graf Priska, Tschopp Jean, Tuosto Brenda, Weber Céline, Weichelt Manuela, Zryd Andrea"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243901","18.09.2024","Kamerzin Sidney"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243879",NA,""
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243792","14.06.2024","Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243785","14.06.2024","Suter Gabriela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243765","14.06.2024","Clivaz Christophe, Grossen Jürg"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243739","14.06.2024","Clivaz Christophe"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243730","14.06.2024","Germann Hannes, Stark Jakob"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243698","13.06.2024","Suter Gabriela, Bäumle Martin, Candinas Martin, Egger Mike, Glättli Balthasar, Grossen Jürg, Gugger Niklaus-Samuel, Jauslin Matthias Samuel, Meier Andreas, Page Pierre-André, Riniker Maja, Roduit Benjamin, Rüegger Monika, Schaffner Barbara, Schilliger Peter, Storni Bruno, Vincenz-Stauffacher Susanne"
