"url","eingereicht_am","mitunterzeichner"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244572","20.12.2024","Töngi Michael, Candan Hasan, Durrer Regina, Roth David, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244564","20.12.2024","Wettstein Felix, Brenzikofer Florence, Klopfenstein Broggini Delphine, Pult Jon, Töngi Michael, Tuosto Brenda"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244478","19.12.2024","Jauslin Matthias Samuel, Bäumle Martin, Bertschy Kathrin, de Quattro Jacqueline, Dobler Marcel, Farinelli Alex, Flach Beat, Glättli Balthasar, Grossen Jürg, Masshardt Nadine, Meier Andreas, Mettler Melanie, Pult Jon, Schaffner Barbara, Töngi Michael, Trede Aline, von Falkenstein Patricia, Wermuth Cédric, Wettstein Felix"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244474","19.12.2024","Lohr Christian"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244458","19.12.2024","Klopfenstein Broggini Delphine, Brenzikofer Florence, Schlatter Marionna, Töngi Michael"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244428","18.12.2024","Gmür-Schönenberger Andrea, Dittli Josef, Ettlin Erich, Müller Damian, Z'graggen Heidi"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244410","18.12.2024","Wicki Hans"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244396","17.12.2024","Schneeberger Daniela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244381","17.12.2024","Herzog Eva, Juillard Charles"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244370","16.12.2024","Tuosto Brenda, Candan Hasan, Farinelli Alex, Feller Olivier, Klopfenstein Broggini Delphine, Nicolet Jacques, Nordmann Roger, Pahud Yvan, Schläfli Nina"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244347","12.12.2024","Götte Michael"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244343","12.12.2024","Broulis Pascal"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244328","10.12.2024","Broulis Pascal"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244325","10.12.2024","Farinelli Alex"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244301","05.12.2024",""
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244299","05.12.2024","Paganini Nicolò"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244275","02.12.2024","Götte Michael, Egger Mike, Gartmann Walter, Gutjahr Diana, Lohr Christian, Paganini Nicolò, Reimann Lukas, Zuberbühler David"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244201","27.09.2024","Quadri Lorenzo"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244186","27.09.2024","Jauslin Matthias Samuel"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244169","26.09.2024","Aeschi Thomas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244155","26.09.2024","Müller-Altermatt Stefan, Imark Christian, Michel Simon, Rumy Farah, Wettstein Felix, Wyssmann Rémy"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244153","26.09.2024","Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244140","26.09.2024","Schmid Pascal, Riner Christoph"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244111","26.09.2024","Candan Hasan, Alijaj Islam, Arslan Sibel, Bally Maya, Blunschy Dominik, Brenzikofer Florence, Clivaz Christophe, Crottaz Brigitte, de Quattro Jacqueline, Fivaz Fabien, Flach Beat, Friedl Claudia, Gafner Andreas, Glättli Balthasar, Grossen Jürg, Jauslin Matthias Samuel, Kälin Irène, Kaufmann Pius, Kutter Philipp, Meier Andreas, Munz Martina, Prelicz-Huber Katharina, Pult Jon, Rosenwasser Anna, Roth David, Rüegsegger Hans Jörg, Schaffner Barbara, Schläfli Nina, Schlatter Marionna, Seiler Graf Priska, Suter Gabriela, Töngi Michael, Walder Nicolas, Weichelt Manuela, Zryd Andrea, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244102","26.09.2024","Candan Hasan, Arslan Sibel, Badertscher Christine, Brenzikofer Florence, Clivaz Christophe, Crottaz Brigitte, Fivaz Fabien, Friedl Claudia, Glättli Balthasar, Mahaim Raphaël, Marti Min Li, Müller Leo, Munz Martina, Nordmann Roger, Porchet Léonore, Prelicz-Huber Katharina, Schaffner Barbara, Schläfli Nina, Seiler Graf Priska, Töngi Michael, Tuosto Brenda, Walder Nicolas, Weichelt Manuela, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244094","26.09.2024","Seiler Graf Priska, Alijaj Islam, Bendahan Samuel, Candan Hasan, Crottaz Brigitte, Fehlmann Rielle Laurence, Fivaz Fabien, Friedl Claudia, Molina Fabian, Munz Martina, Nordmann Roger, Piller Carrard Valérie, Pult Jon, Roth David, Schlatter Marionna, Storni Bruno, Zryd Andrea, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244073","26.09.2024","Klopfenstein Broggini Delphine, Clivaz Christophe, Fivaz Fabien, Mahaim Raphaël, Prelicz-Huber Katharina, Schlatter Marionna, Töngi Michael, Walder Nicolas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244062","26.09.2024","Schlatter Marionna, Klopfenstein Broggini Delphine, Mahaim Raphaël, Töngi Michael"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244028","26.09.2024","Christ Katja, Bäumle Martin, Flach Beat, Grossen Jürg, Jauslin Matthias Samuel, Kutter Philipp, Marti Min Li, Müller-Altermatt Stefan, Pult Jon, Schaffner Barbara, Suter Gabriela, Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244027","26.09.2024","Töngi Michael, Baumann Kilian, Glättli Balthasar, Gysin Greta, Kälin Irène, Klopfenstein Broggini Delphine, Prelicz-Huber Katharina, Schlatter Marionna, Walder Nicolas, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244002","25.09.2024","Fridez Pierre-Alain"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243998","25.09.2024","Juillard Charles"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243990","25.09.2024","Dittli Josef"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243987","25.09.2024","Riniker Maja"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243896","18.09.2024","Maret Marianne"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243882","16.09.2024","Pult Jon, Amoos Emmanuel, Clivaz Christophe"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243878","16.09.2024","Gianini Simone"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243868","12.09.2024","Storni Bruno"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243865","12.09.2024","Brenzikofer Florence, Arslan Sibel, Christ Katja, Marti Samira, Wettstein Felix, Wyss Sarah"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243864","12.09.2024","Binder-Keller Marianne"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243862","12.09.2024","Marti Samira, Arslan Sibel, Brenzikofer Florence, Christ Katja, Schneeberger Daniela, von Falkenstein Patricia, Wyss Sarah"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243856","12.09.2024","Klopfenstein Broggini Delphine"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243852","12.09.2024","Juillard Charles"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243850","12.09.2024","Wyss Sarah, Arslan Sibel, Brenzikofer Florence, Christ Katja, Marti Samira, Schneeberger Daniela, von Falkenstein Patricia"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243789","14.06.2024","Schlatter Marionna, Andrey Gerhard, Candan Hasan, Fivaz Fabien, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243756","14.06.2024","Fivaz Fabien, Arslan Sibel, Badertscher Christine, Baumann Kilian, Brenzikofer Florence, Clivaz Christophe, Glättli Balthasar, Kälin Irène, Klopfenstein Broggini Delphine, Michaud Gigon Sophie, Porchet Léonore, Prelicz-Huber Katharina, Schlatter Marionna, Töngi Michael, Walder Nicolas, Weichelt Manuela, Wettstein Felix"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243711","14.06.2024","Hübscher Martin, Balmer Bettina, Bäumle Martin, Bregy Philipp Matthias, Dobler Marcel, Egger Mike, Fehr Düsel Nina, Fischer Benjamin, Götte Michael, Grüter Franz, Gugger Niklaus-Samuel, Haab Martin, Hurter Thomas, Kutter Philipp, Meier Andreas, Riner Christoph, Sauter Regine, Schilliger Peter, Schmid Pascal, Silberschmidt Andri, Vincenz-Stauffacher Susanne, Vontobel Erich, Walliser Bruno, Walti Beat"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243707","14.06.2024","Tschopp Jean, Alijaj Islam, Bally Maya, Brizzi Simona, Candan Hasan, Clivaz Christophe, Crottaz Brigitte, Dandrès Christian, Docourt Martine, Fehlmann Rielle Laurence, Fivaz Fabien, Flach Beat, Friedl Claudia, Glättli Balthasar, Gysi Barbara, Kälin Irène, Klopfenstein Broggini Delphine, Lohr Christian, Munz Martina, Piller Carrard Valérie, Pult Jon, Roth David, Schläfli Nina, Storni Bruno, Tuosto Brenda, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243688","13.06.2024","Cottier Damien, Aellen Cyril, Bühler Manfred, de Quattro Jacqueline, Klopfenstein Broggini Delphine, Nantermod Philippe, Roth Pasquier Marie-France, Ruch Daniel, Tuosto Brenda, Weber Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243622","13.06.2024","Quadri Lorenzo"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243621","13.06.2024","Quadri Lorenzo"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243620","13.06.2024","Quadri Lorenzo"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243613","13.06.2024","Z'graggen Heidi"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243599","12.06.2024","Gartmann Walter"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243579","12.06.2024","Gysin Greta"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243573","11.06.2024","Brenzikofer Florence, Marti Samira, Schneider-Schneiter Elisabeth, Wettstein Felix, Wyss Sarah"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243572","11.06.2024","Töngi Michael, Klopfenstein Broggini Delphine, Schlatter Marionna"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243559","11.06.2024","Stettler Thomas, Bläsi Thomas, Bürgi Roman, de Courten Thomas, Fehr Düsel Nina, Götte Michael, Graber Michael, Huber Alois, Marchesi Piero, Pamini Paolo, Reimann Lukas, Schnyder Markus, Sollberger Sandra, Thalmann-Bieri Vroni, Vontobel Erich"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243554","11.06.2024","Clivaz Christophe, Amoos Emmanuel, Pult Jon"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243543","06.06.2024","Klopfenstein Broggini Delphine"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243522","03.06.2024","Storni Bruno, Crottaz Brigitte, Dandrès Christian, Farinelli Alex, Fonio Giorgio, Giacometti Anna, Gianini Simone, Gysin Greta, Klopfenstein Broggini Delphine, Marchesi Piero, Nordmann Roger, Pamini Paolo, Quadri Lorenzo, Suter Gabriela, Töngi Michael, Tschopp Jean, Tuosto Brenda"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243520","03.06.2024","Knutti Thomas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243517","03.06.2024","Riner Christoph"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243509","30.05.2024","Broulis Pascal"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243493","28.05.2024","Broulis Pascal"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243448","17.04.2024","Fivaz Fabien, Hässig Patrick, Schlatter Marionna, Seiler Graf Priska"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243420","17.04.2024","Töngi Michael, Klopfenstein Broggini Delphine, Schlatter Marionna"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243410","16.04.2024","Page Pierre-André"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243401","15.04.2024","Tuosto Brenda, Revaz Estelle, Tschopp Jean"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243399","15.04.2024","Addor Jean-Luc"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243329","15.03.2024","Clivaz Christophe, Badertscher Christine, Brenzikofer Florence, Fivaz Fabien, Glättli Balthasar, Gysin Greta, Klopfenstein Broggini Delphine, Mahaim Raphaël, Porchet Léonore, Prelicz-Huber Katharina, Schlatter Marionna, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243311","15.03.2024","Pfister Gerhard"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243276","14.03.2024","Sollberger Sandra"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243264","14.03.2024","Wyssmann Rémy"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243240","14.03.2024","Christ Katja"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243237","14.03.2024","Schneider-Schneiter Elisabeth"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243220","14.03.2024","Friedli Esther"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243203","14.03.2024","Graf Maya, Binder-Keller Marianne, Crevoisier Crelier Mathilde, Friedli Esther, Juillard Charles, Rieder Beat, Roth Franziska, Zopfi Mathias"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243199","14.03.2024","Rieder Beat"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243186","13.03.2024","Töngi Michael"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243183","13.03.2024","Brenzikofer Florence, Badertscher Christine, Jost Marc, Klopfenstein Broggini Delphine, Nordmann Roger, Roduit Benjamin, Schlatter Marionna, Töngi Michael, Trede Aline, Wettstein Felix"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243149","13.03.2024","Wicki Hans"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243132","12.03.2024","Vara Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243120","11.03.2024","Roth Pasquier Marie-France"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243103","06.03.2024","Ruch Daniel"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243084","05.03.2024","Regazzi Fabio, Chiesa Marco"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243070","29.02.2024","Sollberger Sandra"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243033","27.02.2024","Poggia Mauro"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243021","26.02.2024","Calame Didier"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243016","26.02.2024","Feller Olivier"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234503","22.12.2023","Ruch Daniel"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234493","22.12.2023","Tschopp Jean, Amoos Emmanuel, Bendahan Samuel, Clivaz Christophe, Crottaz Brigitte, de Quattro Jacqueline, Docourt Martine, Feller Olivier, Fivaz Fabien, Roduit Benjamin, Tuosto Brenda"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234475","21.12.2023","Regazzi Fabio, Chiesa Marco"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234427","20.12.2023","Riner Christoph"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234417","20.12.2023",""
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234400","20.12.2023","Fonio Giorgio, Farinelli Alex, Gianini Simone, Gysin Greta, Marchesi Piero, Pamini Paolo, Quadri Lorenzo, Storni Bruno"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234391","19.12.2023","Fischer Benjamin"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234390","19.12.2023","Storni Bruno, Farinelli Alex, Fonio Giorgio, Gianini Simone, Gysin Greta, Marchesi Piero, Pamini Paolo, Quadri Lorenzo"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234378","18.12.2023","Schlatter Marionna, Kutter Philipp, Töngi Michael, Wyss Sarah"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234371","12.12.2023","Broulis Pascal"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234368","11.12.2023","Gianini Simone"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234367","11.12.2023","Giacometti Anna"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234366","11.12.2023","Page Pierre-André"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234303","29.09.2023","Addor Jean-Luc"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234245","28.09.2023",""
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234223","28.09.2023","Roth Franziska"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234218","28.09.2023","Walti Beat"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234215","28.09.2023","Fivaz Fabien, Cottier Damien, Dandrès Christian, de la Reussille Denis, Hurni Baptiste, Klopfenstein Broggini Delphine, Mahaim Raphaël, Pasquier-Eichenberger Isabelle, Prezioso Batou Stefania, Walder Nicolas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234207","28.09.2023","Crevoisier Crelier Mathilde, Jositsch Daniel, Juillard Charles, Mazzone Lisa, Sommaruga Carlo, Stöckli Hans, Thorens Goumaz Adèle, Vara Céline, Zanetti Roberto"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234167","28.09.2023","Regazzi Fabio"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234145","28.09.2023","Feller Olivier, Michaud Gigon Sophie"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234144","28.09.2023","Badertscher Christine"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234135","28.09.2023","Matter Michel"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234115","27.09.2023","Töngi Michael, Brenzikofer Florence, Imboden Natalie, Pasquier-Eichenberger Isabelle, Schlatter Marionna"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234092","27.09.2023","de Quattro Jacqueline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234089","27.09.2023","Juillard Charles, Crevoisier Crelier Mathilde, Engler Stefan, Maret Marianne, Mazzone Lisa"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234084","27.09.2023","Addor Jean-Luc"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234065","26.09.2023","Christ Katja, Aebischer Matthias, Brenzikofer Florence, Jauslin Matthias Samuel, Romano Marco, Wobmann Walter"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234058","26.09.2023","Weichelt Manuela, Fivaz Fabien, Schlatter Marionna"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20234000","14.09.2023","Python Valentine, Pasquier-Eichenberger Isabelle, Schneider Schüttel Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233990","13.09.2023","Stadler Simon, Dettling Marcel, Gmür Alois, Gössi Petra, Schwander Pirmin"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233989","13.09.2023","Burkart Thierry"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233987","12.09.2023","Dittli Josef"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233986","12.09.2023","Paganini Nicolò"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233985","12.09.2023","Z'graggen Heidi"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233975","11.09.2023","Farinelli Alex"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233946","16.06.2023","Vara Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233935","16.06.2023","Mahaim Raphaël"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233932","16.06.2023","Steinemann Barbara"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233928","16.06.2023","Grin Jean-Pierre, Page Pierre-André, Roduit Benjamin, Weber Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233915","16.06.2023","Guggisberg Lars"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233885","16.06.2023","de Quattro Jacqueline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233878","15.06.2023","Ryser Franziska, Brenzikofer Florence, Kälin Irène, Pasquier-Eichenberger Isabelle, Schlatter Marionna, Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233869","15.06.2023","Schneider Schüttel Ursula, Piller Carrard Valérie, Andrey Gerhard, Bendahan Samuel, Bourgeois Jacques, Clivaz Christophe, Crottaz Brigitte, Dandrès Christian, Fehlmann Rielle Laurence, Feller Olivier, Grin Jean-Pierre, Gysi Barbara, Mahaim Raphaël, Maillard Pierre-Yves, Nicolet Jacques, Nordmann Roger, Page Pierre-André, Piller Carrard Valérie, Pointet François, Roth Pasquier Marie-France, Ruch Daniel, Seiler Graf Priska, Wehrli Laurent"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233834","15.06.2023","Zopfi Mathias, Friedli Esther, Hefti Thomas, Kuprecht Alex, Noser Ruedi, Reichmuth Othmar"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233791","15.06.2023","Töngi Michael, Brenzikofer Florence, Pasquier-Eichenberger Isabelle, Schlatter Marionna"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233754","15.06.2023","Landolt Martin, Binder-Keller Marianne, Bregy Philipp Matthias, Brunner Thomas, Büchel Roland Rino, Dobler Marcel, Egger Mike, Friedl Claudia, Gmür Alois, Götte Michael, Gschwind Jean-Paul, Gugger Niklaus-Samuel, Gysi Barbara, Hess Lorenz, Jost Marc, Kamerzin Sidney, Lohr Christian, Maitre Vincent, Meier Andreas, Müller-Altermatt Stefan, Paganini Nicolò, Rechsteiner Thomas, Regazzi Fabio, Reimann Lukas, Ritter Markus, Romano Marco, Roth Pasquier Marie-France, Ryser Franziska, Schneider-Schneiter Elisabeth, Siegenthaler Heinz, Stadler Simon, Studer Lilian, Vincenz-Stauffacher Susanne, Wismer-Felder Priska"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233732","15.06.2023","Weber Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233724","14.06.2023","Strupler Manuel"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233704","14.06.2023","Wasserfallen Christian, Feller Olivier, Fluri Kurt, Giezendanner Benjamin, Rutz Gregor"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233702","14.06.2023","Juillard Charles, Bauer Philippe, Chassot Isabelle, Crevoisier Crelier Mathilde, Français Olivier, Gapany Johanna, Maret Marianne, Mazzone Lisa"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20233685","14.06.2023","Pasquier-Eichenberger Isabelle, Amoos Emmanuel, Clivaz Christophe, Fischer Roland, Grossen Jürg, Gysin Greta, Pult Jon, Storni Bruno, Töngi Michael"
